[root@ip-10-0-4-142 ec2-user]# netstat -a --numeric-ports
Active Internet connections (servers and established)
Proto Recv-Q Send-Q Local Address               Foreign Address             State
tcp      142      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:24630 ESTABLISHED
tcp     1046      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west-:1966 CLOSE_WAIT
tcp     1048      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:26102 CLOSE_WAIT
tcp     1122      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:25760 CLOSE_WAIT
tcp     1033      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west-:2006 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-220.us-west:24304 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:25344 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:54520 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:24656 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:50696 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-220.us-west:24592 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:23080 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:24102 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:44438 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:24878 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:46140 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:24758 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:24084 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:60006 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:53916 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:23498 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:23564 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:60218 CLOSE_WAIT
tcp      969      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west-:1914 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:26694 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:49558 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:45904 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west-:4670 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:51180 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:47342 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:61834 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:51600 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:24900 CLOSE_WAIT
tcp     1079      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:26036 CLOSE_WAIT
tcp      993      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:26258 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west-:2738 CLOSE_WAIT
tcp      935      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west-:1916 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:28840 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:34800 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:33582 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:23916 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-220.us-west:23846 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:44744 CLOSE_WAIT
tcp     1068      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west-:2026 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-220.us-west:22814 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-220.us-west:23014 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:23936 CLOSE_WAIT
tcp      994      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:25998 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-220.us-west:24430 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:61702 CLOSE_WAIT
tcp      142      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:64660 ESTABLISHED
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:57064 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:23806 CLOSE_WAIT
tcp     1132      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:26002 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:23468 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:24590 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:23092 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-220.us-west:23736 CLOSE_WAIT
tcp     1046      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west-:1974 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-220.us-west:24328 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-220.us-west:23240 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:44644 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:26806 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:58676 CLOSE_WAIT
tcp     1139      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:26074 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:23044 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:25390 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:21014 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:34564 CLOSE_WAIT
tcp      955      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west-:1788 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-220.us-west:24868 CLOSE_WAIT
tcp     1065      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west-:1936 CLOSE_WAIT
tcp      142      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:22682 ESTABLISHED
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:45636 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:55900 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:25216 CLOSE_WAIT
tcp     1072      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west-:1988 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:24040 CLOSE_WAIT
tcp      924      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:25768 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-220.us-west:24354 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-220.us-west:24614 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:45338 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:58384 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-220.us-west:23794 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-220.us-west:24500 CLOSE_WAIT
tcp     1120      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west-:1746 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:23314 CLOSE_WAIT
tcp     1028      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west-:1868 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:24478 CLOSE_WAIT
tcp      142      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:26082 ESTABLISHED
tcp     1270      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:26028 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:35056 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-220.us-west:24174 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-54.us-west-:24302 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:49506 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:62024 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-220.us-west:24276 CLOSE_WAIT
tcp      983      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west-:1752 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-220.us-west:23310 CLOSE_WAIT
tcp      160      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-220.us-west:23918 CLOSE_WAIT
tcp     1033      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west:25982 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:47772 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west:31182 CLOSE_WAIT
tcp      143      0 ip-10-0-4-142.us-west-:9080 ip-10-0-4-159.us-west-:8210 CLOSE_WAIT
tcp     1033      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west-:1950 CLOSE_WAIT
tcp     1047      0 ip-10-0-4-142.us-west-:9080 ip-10-0-6-163.us-west-:2004 CLOSE_WAIT
udp        0      0 *:68                        *:*
udp        0      0 *:111                       *:*
udp        0      0 ip-10-0-4-142.us-west-1.:123 *:*
udp        0      0 localhost:123               *:*
udp        0      0 *:123                       *:*
udp        0      0 *:33227                     *:*
udp        0      0 localhost:768               *:*
udp        0      0 *:975                       *:*
udp        0      0 *:111                       *:*
udp        0      0 *:975                       *:*
udp        0      0 *:54276                     *:*
Active UNIX domain sockets (servers and established)
Proto RefCnt Flags       Type       State         I-Node Path
unix  2      [ ACC ]     STREAM     LISTENING     1196   @/com/ubuntu/upstart
unix  2      [ ACC ]     STREAM     LISTENING     12778  /tmp/supervisor.sock.3393
unix  2      [ ACC ]     SEQPACKET  LISTENING     3494   @/org/kernel/udev/udevd
unix  2      [ ACC ]     STREAM     LISTENING     2605   /var/run/irqbalance2800.sock
unix  2      [ ACC ]     STREAM     LISTENING     12444  /var/run/rpcbind.sock
unix  2      [ ACC ]     STREAM     LISTENING     11866  /var/run/dbus/system_bus_socket
unix  17     [ ]         DGRAM                    3809   /dev/log
unix  3      [ ]         DGRAM                    2278
unix  3      [ ]         DGRAM                    2277
unix  3      [ ]         STREAM     CONNECTED     451719
unix  3      [ ]         STREAM     CONNECTED     451718
unix  3      [ ]         STREAM     CONNECTED     1472
unix  3      [ ]         STREAM     CONNECTED     442088
unix  3      [ ]         STREAM     CONNECTED     1539
unix  2      [ ]         DGRAM                    454095
unix  3      [ ]         STREAM     CONNECTED     442237
unix  3      [ ]         STREAM     CONNECTED     1471
unix  2      [ ]         DGRAM                    442083
unix  2      [ ]         DGRAM                    451714
unix  2      [ ]         DGRAM                    1521
unix  2      [ ]         DGRAM                    442233
unix  2      [ ]         DGRAM                    454079
unix  3      [ ]         STREAM     CONNECTED     442238
unix  2      [ ]         DGRAM                    445858
unix  2      [ ]         DGRAM                    1550
unix  2      [ ]         STREAM     CONNECTED     12835
unix  3      [ ]         STREAM     CONNECTED     442087
unix  2      [ ]         DGRAM                    1369
unix  2      [ ]         DGRAM                    445842
unix  2      [ ]         DGRAM                    15724
unix  3      [ ]         STREAM     CONNECTED     1538
unix  2      [ ]         DGRAM                    446086
unix  2      [ ]         STREAM     CONNECTED     2786
unix  2      [ ]         DGRAM                    12169
unix  3      [ ]         STREAM     CONNECTED     12467
unix  3      [ ]         STREAM     CONNECTED     12468
unix  2      [ ]         DGRAM                    11859
unix  2      [ ]         DGRAM                    12466
unix  2      [ ]         DGRAM                    446102
unix  3      [ ]         STREAM     CONNECTED     447704
unix  2      [ ]         DGRAM                    447699
unix  3      [ ]         STREAM     CONNECTED     447703
unix  2      [ ]         DGRAM                    12609
[root@ip-10-0-4-142 ec2-user]# wc -l /proc/net/tcp
9 /proc/net/tcp
[root@ip-10-0-4-142 ec2-user]#
